Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
D.Henry o19.5 Rush Att,rsura_,Baltimore Ravens,d.henry,Pittsburgh Steelers,1.0,0.4705882352941176,0,1.0,1,0.6,1,30,6,78,7,Snow,M&amp;T Bank,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002
L.Jackson o264.5 passing + rushing yards,Rotowire Sleeper,Baltimore Ravens,l.jackson,Pittsburgh Steelers,1.0,0.7058823529411765,1,0.3333333333333333,0,0.6,1,30,6,78,7,Snow,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
I.Likely o24.5 receiving yards,Rotowire Prizepicks,Baltimore Ravens,i.likely,Pittsburgh Steelers,1.0,0.6,1,0.6666666666666666,1,0.6,1,30,7,75,0,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
R.Bateman o41.5 receiving yards,Rotowire Prizepicks,Baltimore Ravens,r.bateman,Pittsburgh Steelers,1.0,0.5,0,0.3333333333333333,0,0.6,1,30,7,75,0,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
D.Henry o107.5 Rush + Rec Yds,goodelleaks,Baltimore Ravens,d.henry,Pittsburgh Steelers,1.0,0.5882352941176471,1,1.0,1,0.8,1,30,7,75,0,Clear,M&amp;T Bank,outdoors,grass,-115.0,0.75,1.402173913043478,0.652173913043478
M.Andrews o43.5 receiving yards,Rotowire Sleeper,Baltimore Ravens,m.andrews,Pittsburgh Steelers,1.0,0.4705882352941176,0,0.6666666666666666,1,0.6,1,31,7,72,1,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
N.Agholor u1.5 Recs,chrisgimino_,Baltimore Ravens,n.agholor,Pittsburgh Steelers,1.0,0.8461538461538461,1,1.0,1,1.0,1,31,7,72,1,Clear,M&amp;T Bank,outdoors,grass,155.0,1.0,2.55,1.5499999999999998
R.Wilson o201.5 passing yards,Rotowire Prizepicks,Pittsburgh Steelers,r.wilson,Baltimore Ravens,0.0,0.6363636363636364,1,0.6666666666666666,1,0.4,0,31,7,72,1,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
R.Wilson o200.5 passing yards,Rotowire Sleeper,Pittsburgh Steelers,r.wilson,Baltimore Ravens,0.0,0.6363636363636364,1,0.6666666666666666,1,0.4,0,30,7,72,2,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
J.Metchie o17.5 receiving yards,Rotowire Prizepicks,Houston Texans,j.metchie,Los Angeles Chargers,1.0,0.5,0,0.6666666666666666,1,0.4,0,51,3,48,2,Clear,NRG,indoors,turf,100.0,1.5,3.0,1.5
R.Bateman o43.5 receiving yards,Neil Parker,Baltimore Ravens,r.bateman,Pittsburgh Steelers,1.0,0.4375,0,0.3333333333333333,0,0.4,0,30,7,72,2,Clear,M&amp;T Bank,outdoors,grass,100.0,0.75,1.5,0.75
J.Hill o8.5 rushing yards,Neil Parker_duplicate,Baltimore Ravens,j.hill,Pittsburgh Steelers,1.0,0.5333333333333333,1,0.3333333333333333,0,0.6,1,30,7,72,2,Clear,M&amp;T Bank,outdoors,grass,100.0,0.75,1.5,0.75
Q.Johnston o40.5 receiving yards,Rotowire Sleeper,Los Angeles Chargers,q.johnston,Houston Texans,0.0,0.5333333333333333,1,0.6666666666666666,1,0.8,1,51,3,54,2,Rain,NRG,indoors,turf,100.0,1.5,3.0,1.5
L.McConkey o72.5 Rec Yds,JCBetsNFL,Los Angeles Chargers,l.mcconkey,Houston Texans,0.0,0.4375,0,1.0,1,0.8,1,51,3,54,2,Rain,NRG,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996
L.Jackson o69.5 Rushing Yards,JCBetsNFL,Baltimore Ravens,l.jackson,Pittsburgh Steelers,1.0,0.2352941176470588,0,0.3333333333333333,0,0.4,0,30,8,72,0,Clear,M&amp;T Bank,outdoors,grass,220.0,1.0,3.2,2.2
D.Henry o0.5 rush_td+rec_td,JCBetsNFL,Baltimore Ravens,d.henry,Pittsburgh Steelers,1.0,0.7058823529411765,1,0.6666666666666666,1,0.4,0,30,8,72,0,Clear,M&amp;T Bank,outdoors,grass,-204.0,2.04,3.04,1.0
J.Mixon o17.5 Rush Att,JCBetsNFL,Houston Texans,j.mixon,Los Angeles Chargers,1.0,0.5,0,0.0,0,0.2,0,52,5,50,5,Rain,NRG,indoors,turf,-114.0,1.14,2.14,0.9999999999999998
G.Edwards u21.5 Rush Yds,JCBetsNFL,Los Angeles Chargers,g.edwards,Houston Texans,0.0,0.2727272727272727,0,0.0,0,0.2,0,52,5,50,5,Rain,NRG,indoors,turf,-110.0,1.1,2.1,1.0
G.Edwards o18.5 rushing yards,Rotowire Prizepicks,Los Angeles Chargers,g.edwards,Houston Texans,0.0,0.8181818181818182,1,1.0,1,0.8,1,52,5,50,5,Rain,NRG,indoors,turf,100.0,1.5,3.0,1.5
N.Collins u6.5 Recs,Markus_Markets,Houston Texans,n.collins,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,52,5,50,5,Rain,NRG,indoors,turf,-122.0,1.0,1.819672131147541,0.819672131147541
P.Freiermuth u41.5 Rec Yds,Markus_Markets,Pittsburgh Steelers,p.freiermuth,Baltimore Ravens,0.0,0.5882352941176471,1,0.3333333333333333,0,0.4,0,29,9,74,3,Clear,M&amp;T Bank,outdoors,grass,-113.0,1.0,1.8849557522123888,0.8849557522123894
R.Bateman u3.5 Recs,allanlemdfs,Baltimore Ravens,r.bateman,Pittsburgh Steelers,1.0,0.6875,1,0.6666666666666666,1,0.8,1,29,9,75,3,Clear,M&amp;T Bank,outdoors,grass,-140.0,0.7,1.2,0.5
R.Bateman u3.5 Recs,nick_giffen,Baltimore Ravens,r.bateman,Pittsburgh Steelers,1.0,0.6875,1,0.6666666666666666,1,0.8,1,29,9,75,3,Clear,M&amp;T Bank,outdoors,grass,-140.0,1.0,1.7142857142857144,0.7142857142857144
C.Stroud u231.5 passing yards,Jason Ence,Houston Texans,c.stroud,Los Angeles Chargers,1.0,0.4117647058823529,0,0.6666666666666666,1,0.6,1,55,5,47,1,Rain,NRG,indoors,turf,100.0,0.75,1.5,0.75
N.Agholor o18.5 receiving yards,Rotowire Prizepicks,Baltimore Ravens,n.agholor,Pittsburgh Steelers,1.0,0.4615384615384615,0,0.3333333333333333,0,0.4,0,29,9,75,3,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
D.Chark u1.5 Recs,ChrisRaybon,Los Angeles Chargers,d.chark,Houston Texans,0.0,0.75,1,0.6666666666666666,1,0.75,1,55,5,47,1,Rain,NRG,indoors,turf,-180.0,1.0,1.5555555555555556,0.5555555555555556
D.Chark u12.5 Rec Yds,ChrisRaybon,Los Angeles Chargers,d.chark,Houston Texans,0.0,0.75,1,0.6666666666666666,1,0.75,1,55,5,47,1,Rain,NRG,indoors,turf,-113.0,1.0,1.8849557522123888,0.8849557522123894
G.Pickens o56.5 Rec Yds,sandyplashkes,Pittsburgh Steelers,g.pickens,Baltimore Ravens,0.0,0.5714285714285714,1,0.3333333333333333,0,0.4,0,29,9,75,3,Clear,M&amp;T Bank,outdoors,grass,-112.0,1.68,3.18,1.4999999999999998
W.Dissly o29.5 Rec Yds,Proptology,Los Angeles Chargers,w.dissly,Houston Texans,0.0,0.4,0,0.3333333333333333,0,0.4,0,54,6,41,6,Rain,NRG,indoors,turf,-113.0,1.13,2.13,1.0
M.Andrews o45.5 Rec Yds,Proptology,Baltimore Ravens,m.andrews,Pittsburgh Steelers,1.0,0.4117647058823529,0,0.6666666666666666,1,0.6,1,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,-113.0,3.0,5.654867256637168,2.654867256637168
J.Dobbins o59.5 Rush Yds,JCBetsNFL,Los Angeles Chargers,j.dobbins,Houston Texans,0.0,0.4615384615384615,0,0.6666666666666666,1,0.4,0,54,6,41,6,Rain,NRG,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996
D.Henry u99.5 Rush Yds,moneybadger24_,Baltimore Ravens,d.henry,Pittsburgh Steelers,1.0,0.4705882352941176,0,0.0,0,0.4,0,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996
N.Harris o39.5 rushing yards,Rotowire Prizepicks,Pittsburgh Steelers,n.harris,Baltimore Ravens,0.0,0.8235294117647058,1,0.6666666666666666,1,0.6,1,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
I.Likely o2.5 Recs,CroweRadio,Baltimore Ravens,i.likely,Pittsburgh Steelers,1.0,0.4666666666666667,0,0.6666666666666666,1,0.6,1,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,-135.0,0.25,0.4351851851851852,0.1851851851851851
I.Likely o0.5 rush_td+rec_td,TheBMatt,Baltimore Ravens,i.likely,Pittsburgh Steelers,1.0,0.3333333333333333,0,0.6666666666666666,1,0.6,1,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,280.0,0.75,2.85,2.1
I.Likely o0.5 rush_td+rec_td,GDAWG5000,Baltimore Ravens,i.likely,Pittsburgh Steelers,1.0,0.3333333333333333,0,0.6666666666666666,1,0.6,1,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,280.0,1.0,3.8,2.8
J.Herbert o18.5 Rush Yds,rsura_,Los Angeles Chargers,j.herbert,Houston Texans,0.0,0.3529411764705882,0,0.6666666666666666,1,0.4,0,54,6,41,6,Partly Cloudy,NRG,indoors,turf,-109.0,1.09,2.0900000000000003,1.0000000000000002
L.McConkey o75.5 Rec Yds,FirefighterBets,Los Angeles Chargers,l.mcconkey,Houston Texans,0.0,0.4375,0,1.0,1,0.8,1,54,6,41,0,Partly Cloudy,NRG,indoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042
J.Metchie o25.5 Rec Yds,sandyplashkes,Houston Texans,j.metchie,Los Angeles Chargers,1.0,0.4,0,0.3333333333333333,0,0.2,0,54,6,41,0,Partly Cloudy,NRG,indoors,turf,-112.0,1.12,2.12,1.0
I.Likely o28.5 Rec Yds,FirefighterBets,Baltimore Ravens,i.likely,Pittsburgh Steelers,1.0,0.4,0,0.6666666666666666,1,0.6,1,30,8,69,0,Clear,M&amp;T Bank,outdoors,grass,-125.0,1.0,1.8,0.8
J.Mixon o17.5 Rush Att,nick_giffen,Houston Texans,j.mixon,Los Angeles Chargers,1.0,0.5,0,0.0,0,0.2,0,54,6,41,0,Partly Cloudy,NRG,indoors,turf,-114.0,1.14,2.14,0.9999999999999998
