Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
G.Dortch o20.5 receiving yards,Rotowire Prizepicks,Arizona Cardinals,g.dortch,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,82,2,18,0,Clear,State Farm,indoors,grass,100.0,1.5,3.0,1.5
D.Henry o4.5 receiving yards,Rotowire Sleeper,Baltimore Ravens,d.henry,Tampa Bay Buccaneers,0.0,0.6,1,0.3333333333333333,0,0.6,1,76,9,74,0,Clear,Raymond James,outdoors,grass,100.0,1.5,3.0,1.5
G.Dortch o20.5 receiving yards,Rotowire Sleeper,Arizona Cardinals,g.dortch,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,83,2,18,0,Clear,State Farm,indoors,grass,100.0,1.5,3.0,1.5
R.Bateman o33.5 receiving yards,Rotowire Sleeper,Baltimore Ravens,r.bateman,Tampa Bay Buccaneers,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,76,9,74,0,Clear,Raymond James,outdoors,grass,100.0,1.5,3.0,1.5
M.Harrison o54.5 Rec Yds,sandyplashkes,Arizona Cardinals,m.harrison,Los Angeles Chargers,1.0,0.4,0,0.3333333333333333,0,0.4,0,82,2,18,0,Clear,State Farm,indoors,grass,-112.0,1.12,2.12,1.0
M.Harrison o49.5 Rec Yds,RoyalsProps,Arizona Cardinals,m.harrison,Los Angeles Chargers,1.0,0.4,0,0.3333333333333333,0,0.4,0,82,2,18,0,Clear,State Farm,indoors,grass,-120.0,1.2,2.2,1.0000000000000002
Z.Flowers o59.5 Rec Yds,KyleJustBets,Baltimore Ravens,z.flowers,Tampa Bay Buccaneers,0.0,0.5,0,0.6666666666666666,1,0.6,1,76,9,73,0,Clear,Raymond James,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
D.Henry o5.5 Rec Yds,TopShelfAction,Baltimore Ravens,d.henry,Tampa Bay Buccaneers,0.0,0.6,1,0.3333333333333333,0,0.6,1,77,9,73,0,Clear,Raymond James,outdoors,grass,100.0,1.1,2.2,1.1
G.Dortch o24.5 Rec Yds,TopShelfAction,Arizona Cardinals,g.dortch,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,110.0,1.1,2.3100000000000005,1.2100000000000004
G.Dortch o21.5 Rec Yds,PvB_Bets,Arizona Cardinals,g.dortch,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,-118.0,1.0,1.847457627118644,0.847457627118644
