Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
J.Warren u3.5 Recs,chrisgimino_,Pittsburgh Steelers,j.warren,Cincinnati Bengals,1.0,0.7142857142857143,1,0.3333333333333333,0,0.4,0,22,12,67,7,Snow,Acrisure,outdoors,grass,-155.0,1.0,1.6451612903225803,0.6451612903225805
N.Harris o5.5 receiving yards,Rotowire Prizepicks,Pittsburgh Steelers,n.harris,Cincinnati Bengals,1.0,0.6875,1,0.6666666666666666,1,0.6,1,23,12,68,8,Snow,Acrisure,outdoors,grass,100.0,1.5,3.0,1.5
N.Harris o45.5 Rush Yds,OldManWhoBets,Pittsburgh Steelers,n.harris,Cincinnati Bengals,1.0,0.6875,1,0.3333333333333333,0,0.6,1,21,12,75,34,Snow,Acrisure,outdoors,grass,-110.0,0.5,0.9545454545454546,0.4545454545454546
C.Brown u70.5 Rush Yds,gneiffer07,Cincinnati Bengals,c.brown,Pittsburgh Steelers,0.0,0.6875,1,0.3333333333333333,0,0.4,0,22,12,68,7,Snow,Acrisure,outdoors,grass,-110.0,1.1,2.1,1.0
N.Harris o45.5 rushing yards,Rotowire Prizepicks,Pittsburgh Steelers,n.harris,Cincinnati Bengals,1.0,0.6875,1,0.3333333333333333,0,0.6,1,23,12,69,15,Snow,Acrisure,outdoors,grass,100.0,1.5,3.0,1.5
N.Harris o46.5 rushing yards,Rotowire Prizepicks,Pittsburgh Steelers,n.harris,Cincinnati Bengals,1.0,0.6875,1,0.3333333333333333,0,0.6,1,23,12,69,15,Snow,Acrisure,outdoors,grass,100.0,1.5,3.0,1.5
N.Harris o5.5 Rec Yds,gneiffer07,Pittsburgh Steelers,n.harris,Cincinnati Bengals,1.0,0.6875,1,0.6666666666666666,1,0.6,1,22,12,68,7,Snow,Acrisure,outdoors,grass,-110.0,1.1,2.1,1.0
L.Jackson o43.5 rushing yards,Rotowire Sleeper,Baltimore Ravens,l.jackson,Cleveland Browns,1.0,0.6875,1,0.6666666666666666,1,0.6,1,32,14,39,1,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5
C.Brown u68.5 Rush Yds,chrisgimino_,Cincinnati Bengals,c.brown,Pittsburgh Steelers,0.0,0.625,1,0.3333333333333333,0,0.2,0,22,12,67,7,Snow,Acrisure,outdoors,grass,-117.0,1.0,1.8547008547008548,0.8547008547008548
M.Gesicki o25.5 receiving yards,Rotowire Sleeper,Cincinnati Bengals,m.gesicki,Pittsburgh Steelers,0.0,0.6,1,0.6666666666666666,1,0.6,1,24,12,63,13,Snow,Acrisure,outdoors,grass,100.0,1.5,3.0,1.5
M.Gesicki o26.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,m.gesicki,Pittsburgh Steelers,0.0,0.6,1,0.6666666666666666,1,0.6,1,23,12,68,8,Snow,Acrisure,outdoors,grass,100.0,1.5,3.0,1.5
M.Gesicki o27.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,m.gesicki,Pittsburgh Steelers,0.0,0.6,1,0.6666666666666666,1,0.6,1,23,12,69,9,Snow,Acrisure,outdoors,grass,100.0,1.5,3.0,1.5
R.Wilson u3.5 Rush Att,chrisgimino_,Pittsburgh Steelers,r.wilson,Cincinnati Bengals,1.0,0.5,0,0.3333333333333333,0,0.4,0,22,12,71,0,Clear,Acrisure,outdoors,grass,120.0,1.0,2.2,1.2000000000000002
P.Freiermuth o3.5 Recs,shadybiev,Pittsburgh Steelers,p.freiermuth,Cincinnati Bengals,1.0,0.4375,0,0.3333333333333333,0,0.4,0,19,8,75,34,Overcast,Acrisure,outdoors,grass,-129.0,2.58,4.58,2.0
M.Williams o1.5 Recs,chrisgimino_,Pittsburgh Steelers,m.williams,Cincinnati Bengals,1.0,0.4,0,0.3333333333333333,0,0.4,0,22,12,71,0,Clear,Acrisure,outdoors,grass,135.0,1.0,2.35,1.35
