Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
D.Montgomery o59.5 rushing yards,Rotowire Sleeper,Detroit Lions,d.montgomery,Seattle Seahawks,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,68,6,81,27,Rain,Ford Field,indoors,turf,100.0,1.5,3.0,1.5
C.Ridley o46.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,c.ridley,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,5,74,19,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
J.Smith-Njigba o47.5 Rec Yds,charliedisturco,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,5,91,30,Rain,Ford Field,indoors,turf,-114.0,1.14,2.14,0.9999999999999998
J.Goff o0.5 Int,cowhitchurch,Detroit Lions,j.goff,Seattle Seahawks,1.0,1.0,1,1.0,1,1.0,1,68,5,91,30,Rain,Ford Field,indoors,turf,104.0,0.5,1.02,0.52
J.Goff o0.5 Int,GDAWG5000,Detroit Lions,j.goff,Seattle Seahawks,1.0,1.0,1,1.0,1,1.0,1,68,5,91,30,Rain,Ford Field,indoors,turf,105.0,0.5,1.025,0.5249999999999999
J.Smith-Njigba o47.5 Rec Yds,GreenDotDaily,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,6,91,30,Rain,Ford Field,indoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404
C.Ridley o39.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,c.ridley,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,86,7,71,11,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
J.Whyle o7.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,j.whyle,Miami Dolphins,0.0,1.0,1,1.0,1,1.0,1,85,8,74,12,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
T.Pollard o12.5 Rush Att,PropBetGuy,Tennessee Titans,t.pollard,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,74,12,Rain,Hard Rock,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002
D.Achane o0.5 rush_td+rec_td,cowhitchurch,Miami Dolphins,d.achane,Tennessee Titans,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,74,12,Rain,Hard Rock,outdoors,grass,145.0,0.5,1.225,0.7250000000000001
D.Metcalf o0.5 rush_td+rec_td,GDAWG5000,Seattle Seahawks,d.metcalf,Detroit Lions,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,68,6,89,2,Foggy,Ford Field,indoors,turf,200.0,1.0,3.0,2.0
T.Pollard o51.5 rushing yards,Sam Farley,Tennessee Titans,t.pollard,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,85,7,75,8,Partly Cloudy,Hard Rock,outdoors,grass,100.0,0.75,1.5,0.75
K.Walker o51.5 rushing yards,Rotowire Sleeper,Seattle Seahawks,k.walker,Detroit Lions,0.0,1.0,1,1.0,1,1.0,1,68,6,89,2,Foggy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5
