Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
M.Nabers u68.5 Rec Yds,chrisgimino_,New York Giants,m.nabers,Indianapolis Colts,1.0,0.4615384615384615,0,0.3333333333333333,0,0.4,0,52,7,93,22,Rain,MetLife,outdoors,turf,-114,1.0,1.8771929824561404,0.8771929824561404
J.Taylor u6.5 receiving yards,Trevor Knapp_duplicate,Indianapolis Colts,j.taylor,New York Giants,0.0,0.4166666666666667,0,0.6666666666666666,1,0.8,1,52,7,93,22,Rain,MetLife,outdoors,turf,100,0.75,1.5,0.75
B.Cooks o30.5 receiving yards,Rotowire Sleeper,Dallas Cowboys,b.cooks,Philadelphia Eagles,0.0,0.375,0,0.6666666666666666,1,0.4,0,61,10,84,53,Rain,Lincoln Financial Field,outdoors,grass,100,1.5,3.0,1.5
J.Smith o48.5 receiving yards,Trevor Knapp,Miami Dolphins,j.smith,Cleveland Browns,0.0,0.4666666666666667,0,0.3333333333333333,0,0.6,1,59,20,79,26,Rain,Huntington Bank Field,outdoors,grass,100,0.75,1.5,0.75
T.Hockenson o43.5 Rec Yds,wheatonbrando,Minnesota Vikings,t.hockenson,Green Bay Packers,1.0,0.5,0,0.6666666666666666,1,0.6,1,37,2,90,9,Foggy,U.S. Bank,indoors,turf,-110,1.0,1.9090909090909087,0.9090909090909092
T.Mclaurin o69.5 receiving yards,Pamela Maldonado,Washington Commanders,t.mclaurin,Atlanta Falcons,1.0,0.5333333333333333,1,0.6666666666666666,1,0.6,1,58,13,96,96,Rain,Northwest,outdoors,grass,100,0.75,1.5,0.75
B.Hall o21.5 Rec Yds,therocketplays,New York Jets,b.hall,Buffalo Bills,0.0,0.5714285714285714,1,0.3333333333333333,0,0.6,1,53,20,89,64,Rain,Highmark,outdoors,turf,-110,1.1,2.1,1.0
B.Hall o39.5 Receiving Yards,therocketplays,New York Jets,b.hall,Buffalo Bills,0.0,0.2857142857142857,0,0.0,0,0.2,0,53,20,89,64,Rain,Highmark,outdoors,turf,320,0.5,2.1,1.6
B.Hall o39.5 Receiving Yards,Markus_Markets,New York Jets,b.hall,Buffalo Bills,0.0,0.2857142857142857,0,0.0,0,0.2,0,53,20,89,64,Rain,Highmark,outdoors,turf,310,0.25,1.025,0.7749999999999999
B.Hall o21.5 Rec Yds,Markus_Markets,New York Jets,b.hall,Buffalo Bills,0.0,0.5714285714285714,1,0.3333333333333333,0,0.6,1,53,20,89,64,Rain,Highmark,outdoors,turf,-110,1.0,1.9090909090909087,0.9090909090909092
B.Hall o29.5 Rec Yds,Markus_Markets,New York Jets,b.hall,Buffalo Bills,0.0,0.5,0,0.3333333333333333,0,0.6,1,53,20,89,64,Rain,Highmark,outdoors,turf,165,0.25,0.6625,0.4125
B.Mayfield o0.5 Int,GDAWG5000,Tampa Bay Buccaneers,b.mayfield,Carolina Panthers,1.0,0.6,1,1.0,1,0.8,1,75,10,85,60,Rain,Raymond James,outdoors,grass,125,1.0,2.25,1.25
