,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
18,J.Ferguson o37.5 receiving yards,Rotowire Sleeper,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1.0,0.5,0,0.3333333333333333,0,0.4,0,58,10,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,N,32.0
19,C.Rush o2.5 rushing yards,Rotowire Prizepicks,Dallas Cowboys,c.rush,Cincinnati Bengals,1.0,0.1666666666666666,0,0.0,0,0.2,0,58,10,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,Y,5.0
20,M.Gesicki u27.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,m.gesicki,Dallas Cowboys,0.0,0.3636363636363636,0,0.3333333333333333,0,0.2,0,58,10,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,Y,24.0
21,T.Higgins o0.5 rush_td+rec_td,GDAWG5000,Cincinnati Bengals,t.higgins,Dallas Cowboys,0.0,0.5714285714285714,1,1.0,1,0.8,1,61,3,62,4,Mostly Cloudy,AT&amp;T,indoors,turf,135.0,1.0,2.35,1.35,N,0.0
22,J.Burrow o286.5 passing + rushing yards,Rotowire Sleeper,Cincinnati Bengals,j.burrow,Dallas Cowboys,0.0,0.4166666666666667,0,1.0,1,0.6,1,72,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,Y,367.0
23,J.Chase o25.5 Longest Reception,KyleJustBets,Cincinnati Bengals,j.chase,Dallas Cowboys,0.0,0.6666666666666666,1,1.0,1,0.6,1,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-109.0,0.75,1.438073394495413,0.6880733944954129,Y,40.0
24,A.Iosivas o13.5 Longest Reception,KyleJustBets,Cincinnati Bengals,a.iosivas,Dallas Cowboys,0.0,0.5833333333333334,1,1.0,1,0.6,1,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,0.75,1.431818181818182,0.6818181818181819,Y,23.0
25,R.Dowdle o15.5 receiving yards,Rotowire Prizepicks,Dallas Cowboys,r.dowdle,Cincinnati Bengals,1.0,0.4545454545454545,0,0.0,0,0.2,0,53,9,77,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,N,10.0
26,J.Ferguson o38.5 Rec Yds,Mjaybrxd,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1.0,0.5,0,0.3333333333333333,0,0.4,0,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092,N,32.0
27,C.Rush o231.5 passing yards,Rotowire Sleeper,Dallas Cowboys,c.rush,Cincinnati Bengals,1.0,0.3333333333333333,0,0.6666666666666666,1,0.4,0,53,9,77,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,N,183.0
28,C.Rush o1.5 Rush Att,shadybiev,Dallas Cowboys,c.rush,Cincinnati Bengals,1.0,0.6666666666666666,1,1.0,1,0.8,1,61,3,53,4,Mostly Cloudy,AT&amp;T,indoors,turf,-150.0,2.25,3.75,1.4999999999999996,Y,2.0
29,J.Burrow o9.5 Rush Yds,moneybadger24_,Cincinnati Bengals,j.burrow,Dallas Cowboys,0.0,0.5,0,0.3333333333333333,0,0.6,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,N,-2.0
30,C.Rush o1.5 rushing yards,Rotowire Sleeper,Dallas Cowboys,c.rush,Cincinnati Bengals,1.0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,72,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,Y,5.0
31,J.Chase o82.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,j.chase,Dallas Cowboys,0.0,0.4166666666666667,0,0.6666666666666666,1,0.4,0,58,9,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,Y,177.0
32,R.Dowdle u67.5 Rush Yds,The_Oddsmaker,Dallas Cowboys,r.dowdle,Cincinnati Bengals,1.0,0.6363636363636364,1,0.3333333333333333,0,0.4,0,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.0,2.0,1.0,N,131.0
33,A.Iosivas o13.5 Longest Reception,therocketplays,Cincinnati Bengals,a.iosivas,Dallas Cowboys,0.0,0.5833333333333334,1,1.0,1,0.6,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,Y,23.0
34,C.Lamb o6.5 Recs,moneybadger24_,Dallas Cowboys,c.lamb,Cincinnati Bengals,1.0,0.5,0,0.6666666666666666,1,0.6,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,N,6.0
35,J.Burrow o8.5 Rush Yds,MJCLocks,Cincinnati Bengals,j.burrow,Dallas Cowboys,0.0,0.6666666666666666,1,0.6666666666666666,1,0.8,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-113.0,1.13,2.13,1.0,N,-2.0
36,J.Burrow o8.5 Rush Yds,Markus_Markets,Cincinnati Bengals,j.burrow,Dallas Cowboys,0.0,0.6666666666666666,1,0.6666666666666666,1,0.8,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092,N,-2.0
37,C.Brown o15.5 Longest Rush,therocketplays,Cincinnati Bengals,c.brown,Dallas Cowboys,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,N,10.0
38,J.Chase o83.5 receiving yards,Rotowire Prizepicks,Cincinnati Bengals,j.chase,Dallas Cowboys,0.0,0.4166666666666667,0,0.6666666666666666,1,0.4,0,72,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,100.0,1.5,3.0,1.5,Y,177.0
39,B.Cooks o2.5 Recs,moneylinewixted,Dallas Cowboys,b.cooks,Cincinnati Bengals,1.0,0.4,0,0.3333333333333333,0,0.4,0,61,3,65,4,Mostly Cloudy,AT&amp;T,indoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,N,1.0
40,T.Higgins u6.5 Recs,nick_giffen,Cincinnati Bengals,t.higgins,Dallas Cowboys,0.0,0.5714285714285714,1,0.6666666666666666,1,0.4,0,61,3,53,0,Mostly Cloudy,AT&amp;T,indoors,turf,-142.0,1.0,1.704225352112676,0.704225352112676,Y,2.0
41,T.Higgins o72.5 Rec Yds,the_degenerates,Cincinnati Bengals,t.higgins,Dallas Cowboys,0.0,0.5714285714285714,1,0.6666666666666666,1,0.8,1,61,3,53,0,Mostly Cloudy,AT&amp;T,indoors,turf,-125.0,1.25,2.25,1.0,N,23.0
42,B.Cooks o27.5 Rec Yds,RoyalsProps,Dallas Cowboys,b.cooks,Cincinnati Bengals,1.0,0.2,0,0.0,0,0.2,0,61,3,53,0,Mostly Cloudy,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,N,3.0
43,C.Brown o149.5 Rush Yds,kylemurray03,Cincinnati Bengals,c.brown,Dallas Cowboys,0.0,0.0,0,0.0,0,0.0,0,61,3,53,0,Partly Cloudy,AT&amp;T,indoors,turf,1000.0,0.25,2.75,2.5,N,58.0
44,C.Brown o73.5 Rush Yds,kylemurray03,Cincinnati Bengals,c.brown,Dallas Cowboys,0.0,0.25,0,0.3333333333333333,0,0.4,0,61,3,53,0,Partly Cloudy,AT&amp;T,indoors,turf,-115.0,2.3,4.299999999999999,1.9999999999999991,N,58.0
45,C.Brown o16.5 Rush Att,kylemurray03,Cincinnati Bengals,c.brown,Dallas Cowboys,0.0,0.1666666666666666,0,0.3333333333333333,0,0.4,0,61,3,53,0,Partly Cloudy,AT&amp;T,indoors,turf,-130.0,2.6,4.6,2.0,N,14.0
46,C.Brown o124.5 Rush Yds,kylemurray03,Cincinnati Bengals,c.brown,Dallas Cowboys,0.0,0.0,0,0.0,0,0.0,0,61,3,53,0,Partly Cloudy,AT&amp;T,indoors,turf,630.0,0.5,3.65,3.15,N,58.0
47,J.Burrow o8.5 Rush Yds,ThePropfessor_,Cincinnati Bengals,j.burrow,Dallas Cowboys,0.0,0.6666666666666666,1,0.6666666666666666,1,0.8,1,61,3,53,0,Clear,AT&amp;T,indoors,turf,-110.0,1.1,2.1,1.0,N,-2.0
48,L.Schoonmaker o0.5 rush_td+rec_td,sirlockselot_,Dallas Cowboys,l.schoonmaker,Cincinnati Bengals,1.0,0.1666666666666666,0,0.3333333333333333,0,0.2,0,61,3,53,0,Clear,AT&amp;T,indoors,turf,700.0,1.0,8.0,7.0,N,0.0
49,J.Burrow u0.5 Int,PvB_Bets,Cincinnati Bengals,j.burrow,Dallas Cowboys,0.0,0.5833333333333334,1,0.6666666666666666,1,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404,N,0.0
50,C.Rush o230.5 Pass Yds,PvB_Bets,Dallas Cowboys,c.rush,Cincinnati Bengals,1.0,0.3333333333333333,0,0.6666666666666666,1,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-113.0,1.0,1.8849557522123892,0.8849557522123894,N,183.0
51,J.Ferguson o37.5 Rec Yds,PvB_Bets,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1.0,0.5,0,0.3333333333333333,0,0.4,0,61,7,53,0,Clear,AT&amp;T,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092,N,32.0
52,J.Ferguson o5.5 Recs,Mjaybrxd,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1.0,0.625,1,0.6666666666666666,1,0.6,1,61,7,53,0,Clear,AT&amp;T,indoors,turf,170.0,0.25,0.675,0.425,N,3.0
53,J.Ferguson o4.5 Recs,Mjaybrxd,Dallas Cowboys,j.ferguson,Cincinnati Bengals,1.0,0.625,1,0.6666666666666666,1,0.6,1,61,7,53,0,Clear,AT&amp;T,indoors,turf,-110.0,0.5,0.9545454545454546,0.4545454545454546,N,3.0
