Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
D.Henry o5.5 Rec Yds,CamIsMoney18,Baltimore Ravens,d.henry,Buffalo Bills,0.0,0.5,0,0.6666666666666666,1,0.6,1,13,5,86,52,Likely Snow Showers,Highmark,outdoors,turf,-105.0,1.0,1.9523809523809523,0.9523809523809524
K.Williams u20.5 Rush Att,CamIsMoney18,Los Angeles Rams,k.williams,Philadelphia Eagles,0.0,0.5294117647058824,1,0.6666666666666666,1,0.4,0,39,8,67,35,Snow,Lincoln Financial Field,outdoors,grass,-118.0,1.0,1.847457627118644,0.847457627118644
L.Jackson o8.5 Rush Att,ThePropfessor_,Baltimore Ravens,l.jackson,Buffalo Bills,0.0,0.4444444444444444,0,0.6666666666666666,1,0.6,1,13,5,86,52,Likely Snow Showers,Highmark,outdoors,turf,-120.0,1.2,2.2,1.0000000000000002
D.Henry o0.5 rush_td+rec_td,JCBetsNFL,Baltimore Ravens,d.henry,Buffalo Bills,0.0,0.6666666666666666,1,0.6666666666666666,1,0.4,0,13,6,86,52,Likely Snow Showers,Highmark,outdoors,turf,-222.0,3.0,4.351351351351352,1.3513513513513518
J.Cook o55.5 Rush Yds,JCBetsNFL,Buffalo Bills,j.cook,Baltimore Ravens,1.0,0.5294117647058824,1,0.3333333333333333,0,0.6,1,13,6,86,52,Likely Snow Showers,Highmark,outdoors,turf,-114.0,2.0,3.754385964912281,1.7543859649122808
S.Barkley o18.5 Longest Rush,JCBetsNFL,Philadelphia Eagles,s.barkley,Los Angeles Rams,1.0,0.7058823529411765,1,0.6666666666666666,1,0.6,1,39,8,67,35,Snow,Lincoln Financial Field,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002
J.Cook o12.5 Longest Rush,JCBetsNFL,Buffalo Bills,j.cook,Baltimore Ravens,1.0,0.5882352941176471,1,0.3333333333333333,0,0.6,1,13,6,86,52,Likely Snow Showers,Highmark,outdoors,turf,-132.0,1.32,2.3200000000000003,1.0000000000000002
I.Likely o33.5 Rec Yds,Stuckey2,Baltimore Ravens,i.likely,Buffalo Bills,0.0,0.375,0,0.6666666666666666,1,0.4,0,12,5,90,51,Snow,Highmark,outdoors,turf,-110.0,0.25,0.4772727272727273,0.2272727272727273
M.Andrews u3.5 Recs,gneiffer07,Baltimore Ravens,m.andrews,Buffalo Bills,0.0,0.5,0,0.6666666666666666,1,0.6,1,12,5,90,51,Snow,Highmark,outdoors,turf,-110.0,1.1,2.1,1.0
L.Jackson u224.5 passing yards,Pamela Maldonado,Baltimore Ravens,l.jackson,Buffalo Bills,0.0,0.4444444444444444,0,1.0,1,0.8,1,12,5,86,51,Snow,Highmark,outdoors,turf,100.0,0.75,1.5,0.75
